,Actual_Points,sdPts
77,4.9,2.3
78,16.8,2.5
79,11.0,2.0
80,13.1,2.6
83,1.1,2.0
92,17.7,1.3
104,7.9,1.2
124,5.0,1.3
140,4.6,2.3
162,8.5,0.9
164,1.5,1.2
176,6.7,0.9
178,8.0,0.6
189,38.3,1.0
209,0.0,1.3
219,0.8,1.2
221,20.3,4.5
227,14.7,1.5
228,0.0,0.4
246,17.0,0.7
252,9.1,0.8
263,12.1,1.2
269,5.7,1.0
270,3.8,1.0
272,14.0,1.1
294,3.4,0.4
300,4.6,0.7
311,5.8,1.3
317,1.1,0.6
321,9.2,1.5
336,9.2,0.6
339,0.2,0.9
360,11.8,1.0
365,12.5,1.7
373,6.0,0.9
374,0.0,1.5
390,5.7,0.7
396,12.4,1.9
406,2.7,1.0
411,9.8,1.5
430,3.9,1.1
439,4.0,1.1
451,14.5,0.8
469,7.5,1.2
476,0.9,1.4
481,2.4,1.1
486,25.6,1.7
487,0.0,1.4
489,1.1,0.8
494,10.4,0.7
508,1.9,0.9
513,8.0,1.6
514,8.0,1.6
533,6.8,0.6
535,7.2,1.3
553,1.4,0.7
564,6.5,0.9
566,1.4,0.9
567,3.6,0.9
569,2.1,1.4
570,8.4,0.3
588,17.5,1.4
593,0.9,0.6
599,0.0,1.2
601,3.4,0.7
603,5.3,0.5
609,9.3,0.5
644,12.0,1.0
653,5.3,2.3
659,2.8,1.8
660,0.8,0.9
675,6.9,1.3
676,0.0,0.8
687,8.9,0.4
692,6.8,0.7
699,0.0,1.2
707,4.9,0.8
714,0.0,0.5
724,4.1,0.5
729,5.5,0.2
732,0.0,0.7
736,6.7,1.4
742,0.0,0.7
746,4.5,0.4
753,0.0,0.2
758,7.1,0.9
780,2.9,0.4
782,0.0,1.6
791,0.0,1.1
793,0.0,0.4
794,0.0,0.2
812,0.0,0.4
826,2.9,0.3
840,-0.2,0.4
858,0.0,0.2
862,0.0,0.8
897,0.0,0.3
901,0.0,0.4
917,0.0,0.4
918,0.0,0.2
938,0.0,0.2
948,1.8,0.4
974,-1.4,0.5
977,0.0,0.2
1007,0.0,0.2
1050,0.0,0.1
1064,0.0,0.2
1068,0.0,0.2
28,16.4,1.4
33,21.8,1.8
40,15.8,1.4
42,13.0,0.9
43,8.3,1.6
44,20.2,1.3
48,11.1,1.7
49,31.5,1.9
53,25.3,2.4
58,6.4,2.2
63,37.3,1.5
69,8.7,1.7
71,23.5,2.1
73,18.8,2.1
74,8.7,1.8
75,16.9,2.2
76,4.2,1.4
77,7.9,2.4
86,5.9,2.4
88,9.8,2.2
90,0.0,1.4
93,12.5,2.5
97,0.9,3.0
106,8.4,2.6
108,6.3,2.0
121,5.2,1.5
132,6.3,2.9
136,3.7,1.5
141,8.9,2.5
143,7.7,1.1
144,11.0,1.2
155,9.0,2.7
159,8.1,2.8
160,16.6,0.6
164,1.8,0.7
179,1.9,0.6
181,8.4,2.5
191,6.6,0.4
215,0.0,0.9
230,3.9,0.8
241,9.0,0.5
245,8.8,2.5
253,16.9,1.6
256,5.2,1.4
273,10.5,1.7
277,1.2,0.4
280,5.8,0.9
281,11.6,0.6
305,7.0,1.6
325,13.5,0.7
327,6.2,1.5
368,13.8,1.4
369,7.0,1.7
378,18.0,0.7
394,3.7,1.7
403,3.9,1.0
412,3.3,0.7
413,12.7,2.0
422,1.1,1.5
425,8.8,1.2
426,3.4,0.3
430,18.3,0.4
435,4.9,0.5
448,0.0,1.5
450,7.3,1.5
476,0.0,1.0
479,8.2,0.3
495,1.0,0.9
501,2.6,1.1
507,2.0,1.2
521,1.6,1.5
525,1.0,0.7
542,12.5,1.3
557,3.0,0.9
559,6.7,1.3
562,12.3,1.3
568,1.7,0.3
574,2.8,1.0
577,0.7,2.1
580,2.1,0.7
585,0.6,2.0
610,9.3,0.4
614,16.8,0.8
618,2.2,1.2
619,9.3,1.4
627,3.1,1.1
628,3.8,0.9
634,5.8,0.4
645,1.6,0.4
647,0.0,0.3
653,3.3,0.5
654,1.2,0.3
663,3.7,1.0
665,1.1,1.8
669,0.0,0.6
679,0.0,0.4
681,7.7,0.6
687,4.2,0.7
691,11.4,1.3
698,0.0,1.3
708,0.0,0.4
742,0.0,1.4
747,1.3,1.8
755,0.0,0.6
756,0.0,0.6
768,0.0,0.6
774,1.9,1.2
775,0.0,0.3
786,8.2,0.8
827,0.0,2.1
836,1.4,0.6
849,14.7,0.6
859,0.0,0.4
861,0.0,0.6
863,0.0,0.3
865,5.1,0.5
877,0.0,0.7
905,2.6,0.2
924,0.0,0.7
974,3.3,0.2
982,1.7,0.1
1014,0.8,0.3
1015,0.0,0.3
1033,0.0,0.4
1034,0.0,0.3
1036,0.0,0.3
1051,0.0,0.5
1098,0.0,0.3
1100,0.0,0.2
1120,0.0,0.2
1123,0.0,0.2
1136,0.0,0.3
1143,0.0,0.4
32,16.0,2.1
33,10.4,2.2
36,30.0,1.5
37,33.7,1.2
38,21.2,2.4
41,23.5,2.2
48,15.4,2.1
49,2.1,2.1
54,11.9,2.7
56,5.2,2.0
63,14.8,2.0
64,5.5,2.1
67,1.1,2.1
70,22.6,1.7
71,0.0,3.6
73,7.6,2.8
75,3.1,2.3
78,6.3,3.0
83,9.6,2.5
85,10.3,2.2
86,5.9,2.3
92,5.6,2.9
96,4.3,3.5
101,8.8,2.8
106,10.7,1.6
119,16.1,3.4
126,13.6,0.7
136,21.7,3.2
143,6.8,3.3
148,4.2,3.1
149,18.3,2.6
157,20.7,1.4
159,12.8,0.7
165,13.7,1.6
180,2.6,1.3
186,0.0,2.2
195,14.9,1.3
199,14.1,1.3
201,7.2,1.1
205,4.4,0.9
222,5.8,0.5
231,9.8,1.4
233,8.3,0.6
234,6.3,0.5
244,2.3,1.2
255,1.0,0.9
315,19.1,0.3
326,10.1,0.7
327,2.9,1.7
347,1.0,1.1
356,8.4,1.5
366,4.5,0.8
374,6.0,1.0
412,8.5,0.6
413,10.5,0.7
415,1.1,1.3
416,3.6,0.8
434,6.2,0.6
437,0.0,0.4
453,3.1,0.4
463,14.4,0.5
472,0.8,1.3
475,8.6,0.8
479,2.8,1.6
486,7.7,0.7
487,2.5,0.4
491,-1.3,1.8
498,0.0,1.2
502,0.0,1.5
508,2.6,0.8
509,8.9,1.6
517,4.8,0.9
535,7.6,0.8
546,0.7,1.6
551,1.4,0.7
553,1.0,1.7
561,0.0,0.9
569,3.9,0.7
571,10.5,1.3
574,0.0,0.5
576,0.0,0.9
580,7.2,0.8
587,-0.7,0.9
593,1.0,0.3
600,12.2,0.4
606,5.9,1.1
610,0.0,0.9
611,0.0,1.2
621,0.0,0.7
625,6.9,1.6
627,4.1,0.5
633,0.0,0.7
651,0.0,0.7
656,1.3,1.1
663,0.0,1.0
692,2.5,1.1
707,9.2,0.2
720,0.0,1.2
731,2.7,1.8
751,3.7,0.6
764,0.0,0.4
769,7.3,0.5
771,2.5,0.5
774,7.8,0.6
794,0.0,0.9
841,0.0,0.8
843,0.0,0.3
866,0.0,0.8
872,0.0,0.7
890,0.0,0.2
893,1.1,0.2
905,0.0,0.2
916,0.0,0.1
928,0.0,0.0
957,15.3,0.4
958,0.0,0.4
970,0.0,0.2
973,0.0,0.3
977,2.8,0.6
1032,0.0,0.0
1060,1.5,0.2
1089,0.0,0.0
16,21.7,0.8
30,10.2,1.3
31,27.5,1.7
41,9.4,1.8
42,10.4,1.5
52,6.4,2.0
53,0.0,2.1
54,26.2,1.8
58,15.3,1.8
60,12.6,2.1
61,4.4,2.1
64,13.2,2.5
71,11.6,2.1
73,16.5,2.0
76,8.2,1.4
77,21.5,2.2
78,3.4,2.1
83,4.0,2.7
84,10.2,1.9
86,3.6,2.4
87,10.2,2.2
88,5.9,2.1
93,9.4,1.9
95,15.6,2.2
101,34.8,2.5
121,13.0,1.2
